year,level_1,level_2,value
2018,Total,Groom Younger By 2 Years,916
2018,Total,Groom Younger By 3 Years,598
2018,Total,Groom Younger By 4 Years,406
2018,Total,Groom Younger By 5-9 Years,762
2018,Total,Groom Younger By 10 Years & Over,249
2018,First Marriages,Same Age,3434
2018,First Marriages,Groom Older By 1 Year,3148
2018,First Marriages,Groom Older By 2 Years,2865
2018,First Marriages,Groom Older By 3 Years,2293
2018,First Marriages,Groom Older By 4 Years,1555
2018,First Marriages,Groom Older By 5 Years,1081
2018,First Marriages,Groom Older By 6 Years,806
2018,First Marriages,Groom Older By 7 Years,556
2018,First Marriages,Groom Older By 8 Years,372
2018,First Marriages,Groom Older By 9 Years,250
2018,First Marriages,Groom Older By 10 Years,196
2018,First Marriages,Groom Older By 11 Years,153
2018,First Marriages,Groom Older By 12 Years,106
2018,First Marriages,Groom Older By 13 Years,67
2018,First Marriages,Groom Older By 14 Years,78
2018,First Marriages,Groom Older By 15-19 Years,147
2018,First Marriages,Groom Older By 20-24 Years,55
2018,First Marriages,Groom Older By 25 Years & Over,19
2018,First Marriages,Groom Younger By 1 Year,1690
2018,First Marriages,Groom Younger By 2 Years,725
2018,First Marriages,Groom Younger By 3 Years,446
2018,First Marriages,Groom Younger By 4 Years,265
2018,First Marriages,Groom Younger By 5-9 Years,433
2018,First Marriages,Groom Younger By 10 Years & Over,82
2018,Remarriages,Same Age,406
2018,Remarriages,Groom Older By 1 Year,362
2018,Remarriages,Groom Older By 2 Years,361
2018,Remarriages,Groom Older By 3 Years,339
2018,Remarriages,Groom Older By 4 Years,313
2018,Remarriages,Groom Older By 5 Years,336
2018,Remarriages,Groom Older By 6 Years,314
2018,Remarriages,Groom Older By 7 Years,271
2018,Remarriages,Groom Older By 8 Years,260
2018,Remarriages,Groom Older By 9 Years,248
2018,Remarriages,Groom Older By 10 Years,195
2018,Remarriages,Groom Older By 11 Years,180
2018,Remarriages,Groom Older By 12 Years,142
2018,Remarriages,Groom Older By 13 Years,148
2018,Remarriages,Groom Older By 14 Years,131
2018,Remarriages,Groom Older By 15-19 Years,501
2018,Remarriages,Groom Older By 20-24 Years,228
2018,Remarriages,Groom Older By 25 Years & Over,177
2018,Remarriages,Groom Younger By 1 Year,293
2018,Remarriages,Groom Younger By 2 Years,191
2018,Remarriages,Groom Younger By 3 Years,152
2018,Remarriages,Groom Younger By 4 Years,141
2018,Remarriages,Groom Younger By 5-9 Years,329
2018,Remarriages,Groom Younger By 10 Years & Over,167
